,Title,Description,Link
110,Moderate Dems silent as Biden skirts Senate confirmation for John Kerry's replacement,Senate Democrats were silent when asked by Fox News Digital for a response to President Biden's decision to appoint John Podesta to a top policy role without Senate confirmation.,/politics/moderate-dems-silent-biden-skirts-senate-confirmation-john-kerrys-replacement
111,DC jury orders conservative commentator to pay $1M for defaming climate scientist,"Two conservative commentators were found guilty Thursday of defaming a prominent climate scientist who created the famed ""hockey stick"" graph.",/politics/dc-jury-orders-conservative-commentator-pay-1-million-defaming-climate-scientist
112,AOC declares victory in fight for Green New Deal 5 years later: 'Social and ecological transformation',"Rep. Alexandria Ocasio-Cortez declared victory in her fight for a Green New Deal, saying President Biden has pursued her vision but called for additional ""transformation.""",/politics/aoc-declares-victory-fight-green-new-deal-5-years-later-social-ecological-transformation
113,Why gas stove owners should still be worried,"The Biden administration is backtracking on energy efficiency regulation of gas stoves but, given their climate agenda, there are still ways they could go after them.",/opinion/why-gas-stove-owners-should-still-worried
114,"State AGs warn Biden's natural gas moratorium violates federal law, demand reversal",FIRST ON FOX: A group of nearly two dozen states are warning that President Biden's latest crackdown on natural gas exports may violate several federal statutes.,/politics/state-ags-warn-bidens-natural-gas-moratorium-violates-federal-law-demand-reversal
115,John Kerry's climate office faces GOP Oversight probe over coordination with eco group 'kitchen cabinet',FIRST ON FOX: The House Oversight Committee is expanding its investigation into Special Presidential Envoy for Climate John Kerry's apparent frequent work with eco groups.,/politics/john-kerrys-climate-office-faces-gop-oversight-probe-coordination-eco-group-kitchen-cabinet
116,"Biden's latest climate rules crack down on manufacturing, ignoring industry warnings of economic devastation","The Environmental Protection Agency unveiled a sweeping regulatory action, curbing particulate matter emissions from industry sources such as manufacturing and energy.",/politics/bidens-latest-climate-rules-crack-down-manufacturing-ignoring-industry-warnings-economic-devastation
117,"Biden admin sued for hiding John Kerry's staff, coordination with eco groups",FIRST ON FOX: The Biden administration was hit with a federal complaint Tuesday for allegedly failing to divulge the names of climate envoy John Kerry's taxpayer-funded staff.,/politics/biden-admin-sued-hiding-john-kerrys-staff-coordination-eco-groups
118,TikTok activist says he advised White House on Biden's new natural gas moratorium,A climate change activist who has a large following on TikTok told Fox News Digital that he met with the White House ahead of its action blocking new natural gas exports.,/politics/tiktok-activist-says-he-advised-white-house-bidens-new-natural-gas-moratorium
119,Another dead whale beaches in Maryland amid rapid offshore wind development,State officials in Maryland reported a second humpback whale death in three weeks as developers and government agencies race to construct more green energy.,/politics/another-dead-whale-beaches-maryland-amid-rapid-offshore-wind-development
120,Moderate Dems silent as Biden skirts Senate confirmation for John Kerry's replacement,Senate Democrats were silent when asked by Fox News Digital for a response to President Biden's decision to appoint John Podesta to a top policy role without Senate confirmation.,/politics/moderate-dems-silent-biden-skirts-senate-confirmation-john-kerrys-replacement
121,DC jury orders conservative commentator to pay $1M for defaming climate scientist,"Two conservative commentators were found guilty Thursday of defaming a prominent climate scientist who created the famed ""hockey stick"" graph.",/politics/dc-jury-orders-conservative-commentator-pay-1-million-defaming-climate-scientist
122,AOC declares victory in fight for Green New Deal 5 years later: 'Social and ecological transformation',"Rep. Alexandria Ocasio-Cortez declared victory in her fight for a Green New Deal, saying President Biden has pursued her vision but called for additional ""transformation.""",/politics/aoc-declares-victory-fight-green-new-deal-5-years-later-social-ecological-transformation
123,Why gas stove owners should still be worried,"The Biden administration is backtracking on energy efficiency regulation of gas stoves but, given their climate agenda, there are still ways they could go after them.",/opinion/why-gas-stove-owners-should-still-worried
124,"State AGs warn Biden's natural gas moratorium violates federal law, demand reversal",FIRST ON FOX: A group of nearly two dozen states are warning that President Biden's latest crackdown on natural gas exports may violate several federal statutes.,/politics/state-ags-warn-bidens-natural-gas-moratorium-violates-federal-law-demand-reversal
125,John Kerry's climate office faces GOP Oversight probe over coordination with eco group 'kitchen cabinet',FIRST ON FOX: The House Oversight Committee is expanding its investigation into Special Presidential Envoy for Climate John Kerry's apparent frequent work with eco groups.,/politics/john-kerrys-climate-office-faces-gop-oversight-probe-coordination-eco-group-kitchen-cabinet
126,"Biden's latest climate rules crack down on manufacturing, ignoring industry warnings of economic devastation","The Environmental Protection Agency unveiled a sweeping regulatory action, curbing particulate matter emissions from industry sources such as manufacturing and energy.",/politics/bidens-latest-climate-rules-crack-down-manufacturing-ignoring-industry-warnings-economic-devastation
127,"Biden admin sued for hiding John Kerry's staff, coordination with eco groups",FIRST ON FOX: The Biden administration was hit with a federal complaint Tuesday for allegedly failing to divulge the names of climate envoy John Kerry's taxpayer-funded staff.,/politics/biden-admin-sued-hiding-john-kerrys-staff-coordination-eco-groups
128,TikTok activist says he advised White House on Biden's new natural gas moratorium,A climate change activist who has a large following on TikTok told Fox News Digital that he met with the White House ahead of its action blocking new natural gas exports.,/politics/tiktok-activist-says-he-advised-white-house-bidens-new-natural-gas-moratorium
129,Another dead whale beaches in Maryland amid rapid offshore wind development,State officials in Maryland reported a second humpback whale death in three weeks as developers and government agencies race to construct more green energy.,/politics/another-dead-whale-beaches-maryland-amid-rapid-offshore-wind-development
130,Moderate Dems silent as Biden skirts Senate confirmation for John Kerry's replacement,Senate Democrats were silent when asked by Fox News Digital for a response to President Biden's decision to appoint John Podesta to a top policy role without Senate confirmation.,/politics/moderate-dems-silent-biden-skirts-senate-confirmation-john-kerrys-replacement
131,DC jury orders conservative commentator to pay $1M for defaming climate scientist,"Two conservative commentators were found guilty Thursday of defaming a prominent climate scientist who created the famed ""hockey stick"" graph.",/politics/dc-jury-orders-conservative-commentator-pay-1-million-defaming-climate-scientist
132,AOC declares victory in fight for Green New Deal 5 years later: 'Social and ecological transformation',"Rep. Alexandria Ocasio-Cortez declared victory in her fight for a Green New Deal, saying President Biden has pursued her vision but called for additional ""transformation.""",/politics/aoc-declares-victory-fight-green-new-deal-5-years-later-social-ecological-transformation
133,Why gas stove owners should still be worried,"The Biden administration is backtracking on energy efficiency regulation of gas stoves but, given their climate agenda, there are still ways they could go after them.",/opinion/why-gas-stove-owners-should-still-worried
134,"State AGs warn Biden's natural gas moratorium violates federal law, demand reversal",FIRST ON FOX: A group of nearly two dozen states are warning that President Biden's latest crackdown on natural gas exports may violate several federal statutes.,/politics/state-ags-warn-bidens-natural-gas-moratorium-violates-federal-law-demand-reversal
135,John Kerry's climate office faces GOP Oversight probe over coordination with eco group 'kitchen cabinet',FIRST ON FOX: The House Oversight Committee is expanding its investigation into Special Presidential Envoy for Climate John Kerry's apparent frequent work with eco groups.,/politics/john-kerrys-climate-office-faces-gop-oversight-probe-coordination-eco-group-kitchen-cabinet
136,"Biden's latest climate rules crack down on manufacturing, ignoring industry warnings of economic devastation","The Environmental Protection Agency unveiled a sweeping regulatory action, curbing particulate matter emissions from industry sources such as manufacturing and energy.",/politics/bidens-latest-climate-rules-crack-down-manufacturing-ignoring-industry-warnings-economic-devastation
137,"Biden admin sued for hiding John Kerry's staff, coordination with eco groups",FIRST ON FOX: The Biden administration was hit with a federal complaint Tuesday for allegedly failing to divulge the names of climate envoy John Kerry's taxpayer-funded staff.,/politics/biden-admin-sued-hiding-john-kerrys-staff-coordination-eco-groups
138,TikTok activist says he advised White House on Biden's new natural gas moratorium,A climate change activist who has a large following on TikTok told Fox News Digital that he met with the White House ahead of its action blocking new natural gas exports.,/politics/tiktok-activist-says-he-advised-white-house-bidens-new-natural-gas-moratorium
139,Another dead whale beaches in Maryland amid rapid offshore wind development,State officials in Maryland reported a second humpback whale death in three weeks as developers and government agencies race to construct more green energy.,/politics/another-dead-whale-beaches-maryland-amid-rapid-offshore-wind-development
140,Moderate Dems silent as Biden skirts Senate confirmation for John Kerry's replacement,Senate Democrats were silent when asked by Fox News Digital for a response to President Biden's decision to appoint John Podesta to a top policy role without Senate confirmation.,/politics/moderate-dems-silent-biden-skirts-senate-confirmation-john-kerrys-replacement
141,DC jury orders conservative commentator to pay $1M for defaming climate scientist,"Two conservative commentators were found guilty Thursday of defaming a prominent climate scientist who created the famed ""hockey stick"" graph.",/politics/dc-jury-orders-conservative-commentator-pay-1-million-defaming-climate-scientist
142,AOC declares victory in fight for Green New Deal 5 years later: 'Social and ecological transformation',"Rep. Alexandria Ocasio-Cortez declared victory in her fight for a Green New Deal, saying President Biden has pursued her vision but called for additional ""transformation.""",/politics/aoc-declares-victory-fight-green-new-deal-5-years-later-social-ecological-transformation
143,Why gas stove owners should still be worried,"The Biden administration is backtracking on energy efficiency regulation of gas stoves but, given their climate agenda, there are still ways they could go after them.",/opinion/why-gas-stove-owners-should-still-worried
144,"State AGs warn Biden's natural gas moratorium violates federal law, demand reversal",FIRST ON FOX: A group of nearly two dozen states are warning that President Biden's latest crackdown on natural gas exports may violate several federal statutes.,/politics/state-ags-warn-bidens-natural-gas-moratorium-violates-federal-law-demand-reversal
145,John Kerry's climate office faces GOP Oversight probe over coordination with eco group 'kitchen cabinet',FIRST ON FOX: The House Oversight Committee is expanding its investigation into Special Presidential Envoy for Climate John Kerry's apparent frequent work with eco groups.,/politics/john-kerrys-climate-office-faces-gop-oversight-probe-coordination-eco-group-kitchen-cabinet
146,"Biden's latest climate rules crack down on manufacturing, ignoring industry warnings of economic devastation","The Environmental Protection Agency unveiled a sweeping regulatory action, curbing particulate matter emissions from industry sources such as manufacturing and energy.",/politics/bidens-latest-climate-rules-crack-down-manufacturing-ignoring-industry-warnings-economic-devastation
147,"Biden admin sued for hiding John Kerry's staff, coordination with eco groups",FIRST ON FOX: The Biden administration was hit with a federal complaint Tuesday for allegedly failing to divulge the names of climate envoy John Kerry's taxpayer-funded staff.,/politics/biden-admin-sued-hiding-john-kerrys-staff-coordination-eco-groups
148,TikTok activist says he advised White House on Biden's new natural gas moratorium,A climate change activist who has a large following on TikTok told Fox News Digital that he met with the White House ahead of its action blocking new natural gas exports.,/politics/tiktok-activist-says-he-advised-white-house-bidens-new-natural-gas-moratorium
149,Another dead whale beaches in Maryland amid rapid offshore wind development,State officials in Maryland reported a second humpback whale death in three weeks as developers and government agencies race to construct more green energy.,/politics/another-dead-whale-beaches-maryland-amid-rapid-offshore-wind-development
150,Moderate Dems silent as Biden skirts Senate confirmation for John Kerry's replacement,Senate Democrats were silent when asked by Fox News Digital for a response to President Biden's decision to appoint John Podesta to a top policy role without Senate confirmation.,/politics/moderate-dems-silent-biden-skirts-senate-confirmation-john-kerrys-replacement
151,DC jury orders conservative commentator to pay $1M for defaming climate scientist,"Two conservative commentators were found guilty Thursday of defaming a prominent climate scientist who created the famed ""hockey stick"" graph.",/politics/dc-jury-orders-conservative-commentator-pay-1-million-defaming-climate-scientist
152,AOC declares victory in fight for Green New Deal 5 years later: 'Social and ecological transformation',"Rep. Alexandria Ocasio-Cortez declared victory in her fight for a Green New Deal, saying President Biden has pursued her vision but called for additional ""transformation.""",/politics/aoc-declares-victory-fight-green-new-deal-5-years-later-social-ecological-transformation
153,Why gas stove owners should still be worried,"The Biden administration is backtracking on energy efficiency regulation of gas stoves but, given their climate agenda, there are still ways they could go after them.",/opinion/why-gas-stove-owners-should-still-worried
154,"State AGs warn Biden's natural gas moratorium violates federal law, demand reversal",FIRST ON FOX: A group of nearly two dozen states are warning that President Biden's latest crackdown on natural gas exports may violate several federal statutes.,/politics/state-ags-warn-bidens-natural-gas-moratorium-violates-federal-law-demand-reversal
155,John Kerry's climate office faces GOP Oversight probe over coordination with eco group 'kitchen cabinet',FIRST ON FOX: The House Oversight Committee is expanding its investigation into Special Presidential Envoy for Climate John Kerry's apparent frequent work with eco groups.,/politics/john-kerrys-climate-office-faces-gop-oversight-probe-coordination-eco-group-kitchen-cabinet
156,"Biden's latest climate rules crack down on manufacturing, ignoring industry warnings of economic devastation","The Environmental Protection Agency unveiled a sweeping regulatory action, curbing particulate matter emissions from industry sources such as manufacturing and energy.",/politics/bidens-latest-climate-rules-crack-down-manufacturing-ignoring-industry-warnings-economic-devastation
157,"Biden admin sued for hiding John Kerry's staff, coordination with eco groups",FIRST ON FOX: The Biden administration was hit with a federal complaint Tuesday for allegedly failing to divulge the names of climate envoy John Kerry's taxpayer-funded staff.,/politics/biden-admin-sued-hiding-john-kerrys-staff-coordination-eco-groups
158,TikTok activist says he advised White House on Biden's new natural gas moratorium,A climate change activist who has a large following on TikTok told Fox News Digital that he met with the White House ahead of its action blocking new natural gas exports.,/politics/tiktok-activist-says-he-advised-white-house-bidens-new-natural-gas-moratorium
159,Another dead whale beaches in Maryland amid rapid offshore wind development,State officials in Maryland reported a second humpback whale death in three weeks as developers and government agencies race to construct more green energy.,/politics/another-dead-whale-beaches-maryland-amid-rapid-offshore-wind-development
160,Moderate Dems silent as Biden skirts Senate confirmation for John Kerry's replacement,Senate Democrats were silent when asked by Fox News Digital for a response to President Biden's decision to appoint John Podesta to a top policy role without Senate confirmation.,/politics/moderate-dems-silent-biden-skirts-senate-confirmation-john-kerrys-replacement
161,DC jury orders conservative commentator to pay $1M for defaming climate scientist,"Two conservative commentators were found guilty Thursday of defaming a prominent climate scientist who created the famed ""hockey stick"" graph.",/politics/dc-jury-orders-conservative-commentator-pay-1-million-defaming-climate-scientist
162,AOC declares victory in fight for Green New Deal 5 years later: 'Social and ecological transformation',"Rep. Alexandria Ocasio-Cortez declared victory in her fight for a Green New Deal, saying President Biden has pursued her vision but called for additional ""transformation.""",/politics/aoc-declares-victory-fight-green-new-deal-5-years-later-social-ecological-transformation
163,Why gas stove owners should still be worried,"The Biden administration is backtracking on energy efficiency regulation of gas stoves but, given their climate agenda, there are still ways they could go after them.",/opinion/why-gas-stove-owners-should-still-worried
164,"State AGs warn Biden's natural gas moratorium violates federal law, demand reversal",FIRST ON FOX: A group of nearly two dozen states are warning that President Biden's latest crackdown on natural gas exports may violate several federal statutes.,/politics/state-ags-warn-bidens-natural-gas-moratorium-violates-federal-law-demand-reversal
165,John Kerry's climate office faces GOP Oversight probe over coordination with eco group 'kitchen cabinet',FIRST ON FOX: The House Oversight Committee is expanding its investigation into Special Presidential Envoy for Climate John Kerry's apparent frequent work with eco groups.,/politics/john-kerrys-climate-office-faces-gop-oversight-probe-coordination-eco-group-kitchen-cabinet
166,"Biden's latest climate rules crack down on manufacturing, ignoring industry warnings of economic devastation","The Environmental Protection Agency unveiled a sweeping regulatory action, curbing particulate matter emissions from industry sources such as manufacturing and energy.",/politics/bidens-latest-climate-rules-crack-down-manufacturing-ignoring-industry-warnings-economic-devastation
167,"Biden admin sued for hiding John Kerry's staff, coordination with eco groups",FIRST ON FOX: The Biden administration was hit with a federal complaint Tuesday for allegedly failing to divulge the names of climate envoy John Kerry's taxpayer-funded staff.,/politics/biden-admin-sued-hiding-john-kerrys-staff-coordination-eco-groups
168,TikTok activist says he advised White House on Biden's new natural gas moratorium,A climate change activist who has a large following on TikTok told Fox News Digital that he met with the White House ahead of its action blocking new natural gas exports.,/politics/tiktok-activist-says-he-advised-white-house-bidens-new-natural-gas-moratorium
169,Another dead whale beaches in Maryland amid rapid offshore wind development,State officials in Maryland reported a second humpback whale death in three weeks as developers and government agencies race to construct more green energy.,/politics/another-dead-whale-beaches-maryland-amid-rapid-offshore-wind-development
170,Moderate Dems silent as Biden skirts Senate confirmation for John Kerry's replacement,Senate Democrats were silent when asked by Fox News Digital for a response to President Biden's decision to appoint John Podesta to a top policy role without Senate confirmation.,/politics/moderate-dems-silent-biden-skirts-senate-confirmation-john-kerrys-replacement
171,DC jury orders conservative commentator to pay $1M for defaming climate scientist,"Two conservative commentators were found guilty Thursday of defaming a prominent climate scientist who created the famed ""hockey stick"" graph.",/politics/dc-jury-orders-conservative-commentator-pay-1-million-defaming-climate-scientist
172,AOC declares victory in fight for Green New Deal 5 years later: 'Social and ecological transformation',"Rep. Alexandria Ocasio-Cortez declared victory in her fight for a Green New Deal, saying President Biden has pursued her vision but called for additional ""transformation.""",/politics/aoc-declares-victory-fight-green-new-deal-5-years-later-social-ecological-transformation
173,Why gas stove owners should still be worried,"The Biden administration is backtracking on energy efficiency regulation of gas stoves but, given their climate agenda, there are still ways they could go after them.",/opinion/why-gas-stove-owners-should-still-worried
174,"State AGs warn Biden's natural gas moratorium violates federal law, demand reversal",FIRST ON FOX: A group of nearly two dozen states are warning that President Biden's latest crackdown on natural gas exports may violate several federal statutes.,/politics/state-ags-warn-bidens-natural-gas-moratorium-violates-federal-law-demand-reversal
175,John Kerry's climate office faces GOP Oversight probe over coordination with eco group 'kitchen cabinet',FIRST ON FOX: The House Oversight Committee is expanding its investigation into Special Presidential Envoy for Climate John Kerry's apparent frequent work with eco groups.,/politics/john-kerrys-climate-office-faces-gop-oversight-probe-coordination-eco-group-kitchen-cabinet
176,"Biden's latest climate rules crack down on manufacturing, ignoring industry warnings of economic devastation","The Environmental Protection Agency unveiled a sweeping regulatory action, curbing particulate matter emissions from industry sources such as manufacturing and energy.",/politics/bidens-latest-climate-rules-crack-down-manufacturing-ignoring-industry-warnings-economic-devastation
177,"Biden admin sued for hiding John Kerry's staff, coordination with eco groups",FIRST ON FOX: The Biden administration was hit with a federal complaint Tuesday for allegedly failing to divulge the names of climate envoy John Kerry's taxpayer-funded staff.,/politics/biden-admin-sued-hiding-john-kerrys-staff-coordination-eco-groups
178,TikTok activist says he advised White House on Biden's new natural gas moratorium,A climate change activist who has a large following on TikTok told Fox News Digital that he met with the White House ahead of its action blocking new natural gas exports.,/politics/tiktok-activist-says-he-advised-white-house-bidens-new-natural-gas-moratorium
179,Another dead whale beaches in Maryland amid rapid offshore wind development,State officials in Maryland reported a second humpback whale death in three weeks as developers and government agencies race to construct more green energy.,/politics/another-dead-whale-beaches-maryland-amid-rapid-offshore-wind-development
180,Moderate Dems silent as Biden skirts Senate confirmation for John Kerry's replacement,Senate Democrats were silent when asked by Fox News Digital for a response to President Biden's decision to appoint John Podesta to a top policy role without Senate confirmation.,/politics/moderate-dems-silent-biden-skirts-senate-confirmation-john-kerrys-replacement
181,DC jury orders conservative commentator to pay $1M for defaming climate scientist,"Two conservative commentators were found guilty Thursday of defaming a prominent climate scientist who created the famed ""hockey stick"" graph.",/politics/dc-jury-orders-conservative-commentator-pay-1-million-defaming-climate-scientist
182,AOC declares victory in fight for Green New Deal 5 years later: 'Social and ecological transformation',"Rep. Alexandria Ocasio-Cortez declared victory in her fight for a Green New Deal, saying President Biden has pursued her vision but called for additional ""transformation.""",/politics/aoc-declares-victory-fight-green-new-deal-5-years-later-social-ecological-transformation
183,Why gas stove owners should still be worried,"The Biden administration is backtracking on energy efficiency regulation of gas stoves but, given their climate agenda, there are still ways they could go after them.",/opinion/why-gas-stove-owners-should-still-worried
184,"State AGs warn Biden's natural gas moratorium violates federal law, demand reversal",FIRST ON FOX: A group of nearly two dozen states are warning that President Biden's latest crackdown on natural gas exports may violate several federal statutes.,/politics/state-ags-warn-bidens-natural-gas-moratorium-violates-federal-law-demand-reversal
185,John Kerry's climate office faces GOP Oversight probe over coordination with eco group 'kitchen cabinet',FIRST ON FOX: The House Oversight Committee is expanding its investigation into Special Presidential Envoy for Climate John Kerry's apparent frequent work with eco groups.,/politics/john-kerrys-climate-office-faces-gop-oversight-probe-coordination-eco-group-kitchen-cabinet
186,"Biden's latest climate rules crack down on manufacturing, ignoring industry warnings of economic devastation","The Environmental Protection Agency unveiled a sweeping regulatory action, curbing particulate matter emissions from industry sources such as manufacturing and energy.",/politics/bidens-latest-climate-rules-crack-down-manufacturing-ignoring-industry-warnings-economic-devastation
187,"Biden admin sued for hiding John Kerry's staff, coordination with eco groups",FIRST ON FOX: The Biden administration was hit with a federal complaint Tuesday for allegedly failing to divulge the names of climate envoy John Kerry's taxpayer-funded staff.,/politics/biden-admin-sued-hiding-john-kerrys-staff-coordination-eco-groups
188,TikTok activist says he advised White House on Biden's new natural gas moratorium,A climate change activist who has a large following on TikTok told Fox News Digital that he met with the White House ahead of its action blocking new natural gas exports.,/politics/tiktok-activist-says-he-advised-white-house-bidens-new-natural-gas-moratorium
189,Another dead whale beaches in Maryland amid rapid offshore wind development,State officials in Maryland reported a second humpback whale death in three weeks as developers and government agencies race to construct more green energy.,/politics/another-dead-whale-beaches-maryland-amid-rapid-offshore-wind-development
190,Moderate Dems silent as Biden skirts Senate confirmation for John Kerry's replacement,Senate Democrats were silent when asked by Fox News Digital for a response to President Biden's decision to appoint John Podesta to a top policy role without Senate confirmation.,/politics/moderate-dems-silent-biden-skirts-senate-confirmation-john-kerrys-replacement
191,DC jury orders conservative commentator to pay $1M for defaming climate scientist,"Two conservative commentators were found guilty Thursday of defaming a prominent climate scientist who created the famed ""hockey stick"" graph.",/politics/dc-jury-orders-conservative-commentator-pay-1-million-defaming-climate-scientist
192,AOC declares victory in fight for Green New Deal 5 years later: 'Social and ecological transformation',"Rep. Alexandria Ocasio-Cortez declared victory in her fight for a Green New Deal, saying President Biden has pursued her vision but called for additional ""transformation.""",/politics/aoc-declares-victory-fight-green-new-deal-5-years-later-social-ecological-transformation
193,Why gas stove owners should still be worried,"The Biden administration is backtracking on energy efficiency regulation of gas stoves but, given their climate agenda, there are still ways they could go after them.",/opinion/why-gas-stove-owners-should-still-worried
194,"State AGs warn Biden's natural gas moratorium violates federal law, demand reversal",FIRST ON FOX: A group of nearly two dozen states are warning that President Biden's latest crackdown on natural gas exports may violate several federal statutes.,/politics/state-ags-warn-bidens-natural-gas-moratorium-violates-federal-law-demand-reversal
195,John Kerry's climate office faces GOP Oversight probe over coordination with eco group 'kitchen cabinet',FIRST ON FOX: The House Oversight Committee is expanding its investigation into Special Presidential Envoy for Climate John Kerry's apparent frequent work with eco groups.,/politics/john-kerrys-climate-office-faces-gop-oversight-probe-coordination-eco-group-kitchen-cabinet
196,"Biden's latest climate rules crack down on manufacturing, ignoring industry warnings of economic devastation","The Environmental Protection Agency unveiled a sweeping regulatory action, curbing particulate matter emissions from industry sources such as manufacturing and energy.",/politics/bidens-latest-climate-rules-crack-down-manufacturing-ignoring-industry-warnings-economic-devastation
197,"Biden admin sued for hiding John Kerry's staff, coordination with eco groups",FIRST ON FOX: The Biden administration was hit with a federal complaint Tuesday for allegedly failing to divulge the names of climate envoy John Kerry's taxpayer-funded staff.,/politics/biden-admin-sued-hiding-john-kerrys-staff-coordination-eco-groups
198,TikTok activist says he advised White House on Biden's new natural gas moratorium,A climate change activist who has a large following on TikTok told Fox News Digital that he met with the White House ahead of its action blocking new natural gas exports.,/politics/tiktok-activist-says-he-advised-white-house-bidens-new-natural-gas-moratorium
199,Another dead whale beaches in Maryland amid rapid offshore wind development,State officials in Maryland reported a second humpback whale death in three weeks as developers and government agencies race to construct more green energy.,/politics/another-dead-whale-beaches-maryland-amid-rapid-offshore-wind-development
200,Moderate Dems silent as Biden skirts Senate confirmation for John Kerry's replacement,Senate Democrats were silent when asked by Fox News Digital for a response to President Biden's decision to appoint John Podesta to a top policy role without Senate confirmation.,/politics/moderate-dems-silent-biden-skirts-senate-confirmation-john-kerrys-replacement
201,DC jury orders conservative commentator to pay $1M for defaming climate scientist,"Two conservative commentators were found guilty Thursday of defaming a prominent climate scientist who created the famed ""hockey stick"" graph.",/politics/dc-jury-orders-conservative-commentator-pay-1-million-defaming-climate-scientist
202,AOC declares victory in fight for Green New Deal 5 years later: 'Social and ecological transformation',"Rep. Alexandria Ocasio-Cortez declared victory in her fight for a Green New Deal, saying President Biden has pursued her vision but called for additional ""transformation.""",/politics/aoc-declares-victory-fight-green-new-deal-5-years-later-social-ecological-transformation
203,Why gas stove owners should still be worried,"The Biden administration is backtracking on energy efficiency regulation of gas stoves but, given their climate agenda, there are still ways they could go after them.",/opinion/why-gas-stove-owners-should-still-worried
204,"State AGs warn Biden's natural gas moratorium violates federal law, demand reversal",FIRST ON FOX: A group of nearly two dozen states are warning that President Biden's latest crackdown on natural gas exports may violate several federal statutes.,/politics/state-ags-warn-bidens-natural-gas-moratorium-violates-federal-law-demand-reversal
205,John Kerry's climate office faces GOP Oversight probe over coordination with eco group 'kitchen cabinet',FIRST ON FOX: The House Oversight Committee is expanding its investigation into Special Presidential Envoy for Climate John Kerry's apparent frequent work with eco groups.,/politics/john-kerrys-climate-office-faces-gop-oversight-probe-coordination-eco-group-kitchen-cabinet
206,"Biden's latest climate rules crack down on manufacturing, ignoring industry warnings of economic devastation","The Environmental Protection Agency unveiled a sweeping regulatory action, curbing particulate matter emissions from industry sources such as manufacturing and energy.",/politics/bidens-latest-climate-rules-crack-down-manufacturing-ignoring-industry-warnings-economic-devastation
207,"Biden admin sued for hiding John Kerry's staff, coordination with eco groups",FIRST ON FOX: The Biden administration was hit with a federal complaint Tuesday for allegedly failing to divulge the names of climate envoy John Kerry's taxpayer-funded staff.,/politics/biden-admin-sued-hiding-john-kerrys-staff-coordination-eco-groups
208,TikTok activist says he advised White House on Biden's new natural gas moratorium,A climate change activist who has a large following on TikTok told Fox News Digital that he met with the White House ahead of its action blocking new natural gas exports.,/politics/tiktok-activist-says-he-advised-white-house-bidens-new-natural-gas-moratorium
209,Another dead whale beaches in Maryland amid rapid offshore wind development,State officials in Maryland reported a second humpback whale death in three weeks as developers and government agencies race to construct more green energy.,/politics/another-dead-whale-beaches-maryland-amid-rapid-offshore-wind-development
210,Moderate Dems silent as Biden skirts Senate confirmation for John Kerry's replacement,Senate Democrats were silent when asked by Fox News Digital for a response to President Biden's decision to appoint John Podesta to a top policy role without Senate confirmation.,/politics/moderate-dems-silent-biden-skirts-senate-confirmation-john-kerrys-replacement
211,DC jury orders conservative commentator to pay $1M for defaming climate scientist,"Two conservative commentators were found guilty Thursday of defaming a prominent climate scientist who created the famed ""hockey stick"" graph.",/politics/dc-jury-orders-conservative-commentator-pay-1-million-defaming-climate-scientist
212,AOC declares victory in fight for Green New Deal 5 years later: 'Social and ecological transformation',"Rep. Alexandria Ocasio-Cortez declared victory in her fight for a Green New Deal, saying President Biden has pursued her vision but called for additional ""transformation.""",/politics/aoc-declares-victory-fight-green-new-deal-5-years-later-social-ecological-transformation
213,Why gas stove owners should still be worried,"The Biden administration is backtracking on energy efficiency regulation of gas stoves but, given their climate agenda, there are still ways they could go after them.",/opinion/why-gas-stove-owners-should-still-worried
214,"State AGs warn Biden's natural gas moratorium violates federal law, demand reversal",FIRST ON FOX: A group of nearly two dozen states are warning that President Biden's latest crackdown on natural gas exports may violate several federal statutes.,/politics/state-ags-warn-bidens-natural-gas-moratorium-violates-federal-law-demand-reversal
215,John Kerry's climate office faces GOP Oversight probe over coordination with eco group 'kitchen cabinet',FIRST ON FOX: The House Oversight Committee is expanding its investigation into Special Presidential Envoy for Climate John Kerry's apparent frequent work with eco groups.,/politics/john-kerrys-climate-office-faces-gop-oversight-probe-coordination-eco-group-kitchen-cabinet
216,"Biden's latest climate rules crack down on manufacturing, ignoring industry warnings of economic devastation","The Environmental Protection Agency unveiled a sweeping regulatory action, curbing particulate matter emissions from industry sources such as manufacturing and energy.",/politics/bidens-latest-climate-rules-crack-down-manufacturing-ignoring-industry-warnings-economic-devastation
217,"Biden admin sued for hiding John Kerry's staff, coordination with eco groups",FIRST ON FOX: The Biden administration was hit with a federal complaint Tuesday for allegedly failing to divulge the names of climate envoy John Kerry's taxpayer-funded staff.,/politics/biden-admin-sued-hiding-john-kerrys-staff-coordination-eco-groups
218,TikTok activist says he advised White House on Biden's new natural gas moratorium,A climate change activist who has a large following on TikTok told Fox News Digital that he met with the White House ahead of its action blocking new natural gas exports.,/politics/tiktok-activist-says-he-advised-white-house-bidens-new-natural-gas-moratorium
219,Another dead whale beaches in Maryland amid rapid offshore wind development,State officials in Maryland reported a second humpback whale death in three weeks as developers and government agencies race to construct more green energy.,/politics/another-dead-whale-beaches-maryland-amid-rapid-offshore-wind-development
